"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"18/08/2020","10,750.0","10,650.0","10,800.0","10,600.0","5.21M","0.94%"
"17/08/2020","10,650.0","10,700.0","10,750.0","10,550.0","5.19M","-0.47%"
"14/08/2020","10,700.0","10,850.0","10,850.0","10,650.0","8.81M","-1.38%"
"13/08/2020","10,850.0","10,750.0","10,900.0","10,750.0","6.50M","0.93%"
"12/08/2020","10,750.0","10,650.0","10,800.0","10,600.0","8.77M","0.94%"
"11/08/2020","10,650.0","10,700.0","10,750.0","10,500.0","7.72M","0.47%"
"10/08/2020","10,600.0","10,550.0","10,800.0","10,550.0","11.95M","1.44%"
"07/08/2020","10,450.0","10,550.0","10,550.0","10,400.0","7.12M","-0.48%"
"06/08/2020","10,500.0","10,600.0","10,700.0","10,500.0","5.68M","-1.41%"
"05/08/2020","10,650.0","10,500.0","10,700.0","10,400.0","8.29M","1.43%"
"04/08/2020","10,500.0","10,500.0","10,500.0","10,350.0","6.79M","1.45%"
"03/08/2020","10,350.0","10,150.0","10,450.0","10,050.0","9.79M","2.48%"
"31/07/2020","10,100.0","9,900.0","10,250.0","9,900.0","5.74M","-0.98%"
"30/07/2020","10,200.0","10,200.0","10,350.0","10,150.0","6.31M","0.49%"
"29/07/2020","10,150.0","10,250.0","10,350.0","9,950.0","14.83M","-3.79%"
"28/07/2020","10,550.0","10,200.0","10,600.0","10,100.0","13.93M","3.94%"
"27/07/2020","10,150.0","10,400.0","10,650.0","10,150.0","26.01M","-6.88%"
"24/07/2020","10,900.0","11,150.0","11,250.0","10,600.0","20.16M","-3.11%"
"23/07/2020","11,250.0","11,350.0","11,400.0","11,100.0","8.26M","-0.44%"
"22/07/2020","11,300.0","11,550.0","11,600.0","11,250.0","8.50M","-1.74%"
"21/07/2020","11,500.0","11,450.0","11,600.0","11,400.0","7.05M","0.44%"
"20/07/2020","11,450.0","11,650.0","11,700.0","11,450.0","8.09M","-1.29%"
"17/07/2020","11,600.0","11,600.0","11,750.0","11,500.0","9.20M","0.00%"
"16/07/2020","11,600.0","11,550.0","11,600.0","11,450.0","5.10M","0.43%"
"15/07/2020","11,550.0","11,650.0","11,700.0","11,550.0","5.54M","0.00%"
"14/07/2020","11,550.0","11,400.0","11,650.0","11,350.0","6.75M","0.87%"
"13/07/2020","11,450.0","11,650.0","11,700.0","11,450.0","6.10M","-0.87%"
"10/07/2020","11,550.0","11,700.0","11,800.0","11,500.0","8.38M","-2.12%"
"09/07/2020","11,800.0","11,700.0","11,850.0","11,500.0","14.05M","2.61%"
"08/07/2020","11,500.0","11,400.0","11,700.0","11,350.0","9.19M","0.44%"
"07/07/2020","11,450.0","11,600.0","11,700.0","11,400.0","8.91M","-0.87%"
"06/07/2020","11,550.0","11,050.0","11,600.0","11,050.0","16.29M","5.00%"
"03/07/2020","11,000.0","11,150.0","11,200.0","11,000.0","3.89M","-0.45%"
"02/07/2020","11,050.0","11,200.0","11,300.0","11,000.0","4.90M","-1.34%"
"01/07/2020","11,200.0","10,800.0","11,350.0","10,750.0","9.14M","4.19%"
"30/06/2020","10,750.0","11,100.0","11,200.0","10,600.0","10.86M","-1.83%"
"29/06/2020","10,950.0","11,300.0","11,300.0","10,900.0","13.16M","-3.10%"
"26/06/2020","11,300.0","11,600.0","11,650.0","11,200.0","6.48M","-1.31%"
"25/06/2020","11,450.0","11,150.0","11,500.0","10,950.0","10.66M","2.23%"
"24/06/2020","11,200.0","11,600.0","11,650.0","11,200.0","11.84M","-3.03%"
"23/06/2020","11,550.0","11,650.0","11,800.0","11,400.0","12.61M","-1.28%"
"22/06/2020","11,700.0","12,000.0","12,000.0","11,650.0","10.79M","-1.68%"
"19/06/2020","11,900.0","11,550.0","11,950.0","11,400.0","15.35M","4.39%"
"18/06/2020","11,400.0","11,400.0","11,750.0","11,350.0","13.24M","-1.72%"
"17/06/2020","11,600.0","11,850.0","11,950.0","11,550.0","15.66M","-2.52%"
"16/06/2020","11,900.0","12,500.0","12,500.0","11,900.0","18.76M","-1.24%"
"15/06/2020","12,050.0","12,100.0","12,600.0","11,750.0","31.27M","2.12%"
"12/06/2020","11,800.0","11,200.0","11,800.0","11,000.0","31.67M","6.79%"
"11/06/2020","11,050.0","12,150.0","12,300.0","11,050.0","38.09M","-3.91%"
"10/06/2020","11,500.0","10,750.0","11,500.0","10,600.0","30.78M","6.98%"
"09/06/2020","10,750.0","10,750.0","10,900.0","10,650.0","14.17M","0.47%"
"08/06/2020","10,700.0","10,700.0","10,850.0","10,650.0","17.09M","1.42%"
"05/06/2020","10,550.0","10,700.0","10,750.0","10,450.0","16.80M","-0.47%"
"04/06/2020","10,600.0","10,750.0","10,900.0","10,600.0","13.97M","-0.47%"
"03/06/2020","10,650.0","10,600.0","10,700.0","10,500.0","8.71M","1.43%"
"02/06/2020","10,500.0","10,850.0","10,900.0","10,500.0","13.90M","-2.33%"
"01/06/2020","10,750.0","10,400.0","10,750.0","10,350.0","18.02M","4.37%"
"29/05/2020","10,300.0","10,200.0","10,450.0","10,200.0","6.86M","0.00%"
"28/05/2020","10,300.0","10,100.0","10,600.0","10,050.0","16.77M","1.98%"
"27/05/2020","10,100.0","10,450.0","10,550.0","10,000.0","15.37M","-2.88%"
"26/05/2020","10,400.0","10,300.0","10,450.0","10,300.0","9.40M","1.46%"
"25/05/2020","10,250.0","10,250.0","10,400.0","10,100.0","9.45M","0.49%"
"22/05/2020","10,200.0","10,300.0","10,600.0","10,200.0","14.87M","-2.86%"
"21/05/2020","10,500.0","10,500.0","10,550.0","10,250.0","10.20M","0.96%"
"20/05/2020","10,400.0","9,900.0","10,550.0","9,860.0","24.36M","5.05%"
"19/05/2020","9,900.0","9,920.0","10,150.0","9,860.0","15.44M","1.75%"
"18/05/2020","9,730.0","9,780.0","9,850.0","9,680.0","9.97M","-0.71%"
"15/05/2020","9,800.0","10,200.0","10,200.0","9,800.0","9.21M","-2.49%"
"14/05/2020","10,050.0","9,880.0","10,300.0","9,790.0","12.58M","0.90%"
"13/05/2020","9,960.0","9,700.0","10,150.0","9,550.0","19.00M","2.68%"
"12/05/2020","9,700.0","9,690.0","9,750.0","9,460.0","11.31M","0.10%"
"11/05/2020","9,690.0","9,670.0","9,750.0","9,540.0","10.60M","1.79%"
"08/05/2020","9,520.0","9,400.0","9,770.0","9,400.0","15.59M","1.93%"
"07/05/2020","9,340.0","9,180.0","9,380.0","9,170.0","12.18M","2.19%"
"06/05/2020","9,140.0","9,000.0","9,140.0","8,930.0","8.42M","1.90%"
"05/05/2020","8,970.0","8,980.0","9,090.0","8,930.0","4.80M","-0.11%"
"04/05/2020","8,980.0","9,100.0","9,100.0","8,980.0","4.40M","-1.32%"
"29/04/2020","9,100.0","9,000.0","9,250.0","9,000.0","3.84M","1.34%"
"28/04/2020","8,980.0","9,080.0","9,120.0","8,940.0","7.08M","-0.11%"
"27/04/2020","8,990.0","9,180.0","9,230.0","8,990.0","8.06M","-1.21%"
"24/04/2020","9,100.0","9,150.0","9,200.0","9,040.0","4.79M","-0.55%"
"23/04/2020","9,150.0","9,350.0","9,380.0","9,150.0","5.41M","-0.22%"
"22/04/2020","9,170.0","8,730.0","9,290.0","8,730.0","8.17M","2.00%"
"21/04/2020","8,990.0","9,350.0","9,450.0","8,970.0","16.19M","-5.86%"
"20/04/2020","9,550.0","9,700.0","9,850.0","9,540.0","11.28M","-1.85%"
"17/04/2020","9,730.0","9,900.0","9,940.0","9,720.0","8.38M","0.10%"
"16/04/2020","9,720.0","9,500.0","9,950.0","9,500.0","7.63M","0.21%"
"15/04/2020","9,700.0","9,200.0","9,800.0","9,180.0","14.86M","5.90%"
"14/04/2020","9,160.0","9,100.0","9,160.0","8,940.0","8.53M","1.33%"
"13/04/2020","9,040.0","9,010.0","9,240.0","9,010.0","7.68M","0.33%"
"10/04/2020","9,010.0","9,150.0","9,230.0","8,950.0","10.71M","-1.96%"
"09/04/2020","9,190.0","9,400.0","9,490.0","9,180.0","9.82M","-0.97%"
"08/04/2020","9,280.0","9,000.0","9,290.0","8,800.0","8.76M","1.09%"
"07/04/2020","9,180.0","9,400.0","9,400.0","9,010.0","17.28M","2.80%"
"06/04/2020","8,930.0","8,900.0","8,930.0","8,610.0","12.90M","6.95%"
"03/04/2020","8,350.0","7,990.0","8,350.0","7,900.0","10.67M","6.91%"
"01/04/2020","7,810.0","7,200.0","7,810.0","7,200.0","8.81M","6.99%"
"31/03/2020","7,300.0","7,860.0","7,860.0","7,120.0","12.19M","-4.45%"
"30/03/2020","7,640.0","7,700.0","7,990.0","7,640.0","16.13M","-6.94%"
"27/03/2020","8,210.0","8,750.0","8,750.0","8,210.0","11.65M","-5.63%"
"26/03/2020","8,700.0","9,110.0","9,110.0","8,700.0","7.22M","-4.50%"
"25/03/2020","9,110.0","9,150.0","9,260.0","8,900.0","9.89M","3.52%"
"24/03/2020","8,800.0","9,120.0","9,170.0","8,800.0","7.82M","-3.51%"
"23/03/2020","9,120.0","9,300.0","9,500.0","9,120.0","10.63M","-6.94%"
"20/03/2020","9,800.0","9,810.0","9,920.0","9,740.0","4.89M","0.51%"
"19/03/2020","9,750.0","9,900.0","9,960.0","9,600.0","7.52M","-2.50%"
"18/03/2020","10,000.0","10,400.0","10,400.0","10,000.0","8.31M","-1.96%"
"17/03/2020","10,200.0","9,900.0","10,200.0","9,560.0","8.61M","2.10%"
"16/03/2020","9,990.0","10,400.0","10,500.0","9,800.0","9.16M","-3.94%"
"13/03/2020","10,400.0","9,300.0","10,550.0","9,280.0","16.34M","4.52%"
"12/03/2020","9,950.0","10,000.0","10,250.0","9,930.0","21.36M","-6.57%"
"11/03/2020","10,650.0","11,450.0","11,500.0","10,650.0","18.79M","-6.58%"
"10/03/2020","11,400.0","11,000.0","11,500.0","10,850.0","15.32M","0.00%"
"09/03/2020","11,400.0","11,500.0","11,700.0","11,400.0","17.02M","-6.94%"
"06/03/2020","12,250.0","12,100.0","12,400.0","12,100.0","12.06M","0.41%"
"05/03/2020","12,200.0","12,650.0","12,700.0","12,200.0","17.52M","-2.40%"
"04/03/2020","12,500.0","12,200.0","12,600.0","12,100.0","12.16M","2.04%"
"03/03/2020","12,250.0","12,600.0","12,700.0","12,150.0","15.55M","-0.81%"
"02/03/2020","12,350.0","11,800.0","12,400.0","11,750.0","27.55M","6.47%"
"28/02/2020","11,600.0","11,350.0","11,750.0","11,350.0","11.94M","-0.43%"
"27/02/2020","11,650.0","11,300.0","11,700.0","11,150.0","13.07M","4.02%"
"26/02/2020","11,200.0","11,000.0","11,400.0","10,950.0","8.38M","0.45%"
"25/02/2020","11,150.0","10,700.0","11,150.0","10,700.0","5.67M","2.76%"
"24/02/2020","10,850.0","11,000.0","11,100.0","10,750.0","11.77M","-3.98%"
"21/02/2020","11,300.0","11,250.0","11,500.0","11,200.0","7.65M","0.00%"
"20/02/2020","11,300.0","11,500.0","11,550.0","11,200.0","7.14M","-0.88%"
"19/02/2020","11,400.0","11,400.0","11,550.0","11,300.0","6.82M","-1.30%"
"18/02/2020","11,550.0","11,650.0","11,750.0","11,350.0","8.50M","-0.86%"
"17/02/2020","11,650.0","11,650.0","11,850.0","11,500.0","8.91M","0.43%"
"14/02/2020","11,600.0","11,550.0","11,900.0","11,450.0","17.83M","0.87%"
"13/02/2020","11,500.0","11,500.0","11,600.0","11,300.0","7.81M","-0.43%"
"12/02/2020","11,550.0","11,400.0","11,800.0","11,400.0","14.68M","1.76%"
"11/02/2020","11,350.0","10,950.0","11,450.0","10,900.0","14.65M","3.65%"
"10/02/2020","10,950.0","10,900.0","11,100.0","10,800.0","5.34M","-1.79%"
"07/02/2020","11,150.0","11,000.0","11,450.0","10,950.0","14.96M","1.83%"
"06/02/2020","10,950.0","10,300.0","10,950.0","10,300.0","22.70M","6.83%"
"05/02/2020","10,250.0","10,350.0","10,450.0","10,250.0","3.97M","0.49%"
"04/02/2020","10,200.0","10,250.0","10,400.0","10,100.0","5.43M","-0.49%"
"03/02/2020","10,250.0","10,000.0","10,400.0","9,820.0","7.11M","0.49%"
"31/01/2020","10,200.0","10,300.0","10,500.0","10,200.0","6.26M","-1.45%"
"30/01/2020","10,350.0","10,800.0","10,800.0","10,200.0","8.26M","-5.05%"
"22/01/2020","10,900.0","10,900.0","10,950.0","10,750.0","7.03M","0.00%"
"21/01/2020","10,900.0","10,700.0","11,050.0","10,700.0","7.60M","1.87%"
"20/01/2020","10,700.0","10,500.0","10,750.0","10,500.0","4.14M","0.94%"
"17/01/2020","10,600.0","10,450.0","10,700.0","10,400.0","6.09M","1.92%"
"16/01/2020","10,400.0","10,300.0","10,550.0","10,300.0","9.56M","1.46%"
"15/01/2020","10,250.0","10,300.0","10,350.0","10,200.0","2.48M","-0.49%"
"14/01/2020","10,300.0","10,400.0","10,450.0","10,300.0","1.81M","-0.96%"
"13/01/2020","10,400.0","10,500.0","10,550.0","10,300.0","3.39M","-0.95%"
"10/01/2020","10,500.0","10,150.0","10,500.0","10,150.0","10.75M","3.45%"
"09/01/2020","10,150.0","10,100.0","10,200.0","10,050.0","2.44M","1.70%"
"08/01/2020","9,980.0","10,050.0","10,100.0","9,970.0","4.49M","-1.67%"
"07/01/2020","10,150.0","10,050.0","10,150.0","10,000.0","2.15M","1.00%"
"06/01/2020","10,050.0","10,100.0","10,150.0","10,000.0","2.30M","-1.47%"
"03/01/2020","10,200.0","10,250.0","10,300.0","10,150.0","1.98M","0.00%"
"02/01/2020","10,200.0","10,100.0","10,300.0","10,000.0","2.91M","1.49%"
